ID,Title,Abstract
790,Representing development history in software cities,In this paper we describe a systematic approach to utilize the city metaphor for the visualization of large software systems as evolving software cities. The main contribution is a new layout approach which explicitly takes the development history of software systems into account and makes history directly visible in the layouts. These layouts incrementally evolve in a very smooth and stable way during the development of the represented software system. They are used as a visualization platform for integrating a large variety of product and process data and thus create a coherent set of specialized visualizations. To illustrate this we present some example maps capturing specific development history aspects.
791,Understanding software evolution with software cities,"Software cities are visualizations of software systems in the form of virtual cities. They are used as platforms to integrate a large variety of product- and process-related analysis data. Their usability, however, for real-world software development often suffers from their inability to appropriately deal with software changes. Even small structural changes can disrupt the overall structure of the city, which in turn corrupts the mental maps of its users. In this article we describe a systematic approach to utilize the city metaphor for the visualization of evolving software systems as growing software cities. The main contribution is a new layout approach which explicitly takes the development history of software systems into account. The approach has two important effects: first, it creates a stable gestalt of software cities even when the underlying software systems evolve; thus, by preserving its users’ mental maps these cities are especially suitable for use during ongoing system development. Second, it makes history directly visible in the city layouts, which allows for supporting novel analysis scenarios. We illustrate such scenarios by presenting several thematic cities’ maps, each capturing specific development history aspects."
792,Optimal orientations of cells in slicing floorplan designs,"A methodology of VLSI layout described by several authors first determines the relative positions of indivisible pieces, called cells, on the chip. Various optimizations are then performed on this initial layout to minimize some cost measure such as chip area or perimeter. If each cell is a rectangle with given dimensions, one optimization problem is to choose orientations of all the cells to minimize the cost measure. A polynomial time algorithm is given for this optimization problem for layouts of a special type called slicings. However, orientation optimization for more general layouts is shown to be NP-complete (in the strong sense)."
793,Method and apparatus for displaying data within a three-dimensional information landscape,A method and apparatus are presented for displaying three-dimensional navigable display space containing an aggregation of graphical objects and an overview of the aggregation of display objects. An altered perspective is provided by compressing the horizontal dimension of the displayed objects so that a user can see a representative overview of the entire aggregation of display objects that have been selected for display together on a display screen. The compressed component is expanded so that the objects appear wider as a navigator approaches the displayed objects. A spotlight shines down on objects responsive to a data query. The spotlight serves as a navigation aid to the navigator so that highlighted items are visible from a distance and can be easily located. The user's view of the display space is altered so that the navigator perceives that he is traveling in a straight line when approaching a display object in a display space in which the horizontal dimension of displayed objects is compressed in accordance with the apparent distance between a displayed object and the navigator.
794,Method and apparatus for navigation within three-dimensional information landscape,"A method and apparatus for navigating within a three dimensional graphic display space and manipulating information and data represented by objects in display space. The method and apparatus presents users with a vastly expanded view of their data, displayed with a richer dimensionality. Data objects represented by graphic objects are arranged into a navigable landscape representing the containership and contextual relations of the underlying data. The graphic objects are columns, pedestals and disks, which represent data blocks, cells, and comparative values respectively. The columns rest on the pedestals. The disks are located with respect to the top of the column to signify a comparative attribute. The pedestal rest upon a ground plane. The ground plane represents a threshold value. Data attributes may be represented by visual, textual, executable, or audible characteristics of the display. The user may interact with the data to affect change in the underlying data or its representation within the display space. Less detail is displayed as the user navigates away from objects within the display space. Objects change from three-dimensional to two-dimensional, to line segments as the user moves away from the objects. Visible attributes such as text and icons are not displayed for distant objects."
795,Fast Dynamic Voronoi Treemaps,"The Voronoi Treemap is a space-filling treemap technique that relaxes the constraints of rectangular nodes. Its organic shapes maintain a one-to-one aspect ratio, are flexible with their placement, allowing stable zooming and dynamic data values. In this paper, we present algorithms for efficient computation and dynamic update of Voronoi Treemaps. Our GPGPU-based technique allows for rapid computation of centroidal Voronoi Diagrams, providing almost two orders of magnitude speedup over previous work. In addition, we present a hierarchical algorithm for stable updates. Finally, we demonstrate the application of Voronoi treemaps to real-world dynamic datasets, including interactive navigation."
796,Nested Pie Chart,"A pie chart divides a circle or ellipse into slices, where the size and color of each slice is based on some attributes of the elements it represents. For example, one can show the constituents of a stock porfolio in a pie-chart, where each slice will be occupied by one stock and the size of the slice will be decided by the total value of the portfolio, and the color determined by percentage price change. A Nested Pie Chart extends the functionality of a pie-chart by adding letting it represent a tree data model, thus making it a elliptical heatmap."
797,A Low Complexity Recursive Force-Directed Tree Layout Algorithm Based on the Lennard-Jones Potential,"In this paper, a low complexity force-directed tree layout algorithm based on the Lennard-Jones potential is described. The recursive method lays out sub-trees as small disks contained in their parent disk. Inside each disk, children disks are dynamically laid out using a new force directed simulation. Unlike most other force directed layout methods which run in quadratic time for each simulation step, this algorithm runs in O(n**(m+1)/m) time per each step for a tree with n nodes, depth m and all the nodes having uniform number of children. The layout uses space efficiently and reflects both global structure and local detail. The method supports runtime insertion and deletion. Both operations and the evolving process are rendered with smooth animation to preserve visual continuity. The method could be used to monitor in real time, visualize and analyze a wide variety of data which has a rooted tree structure, e.g. internet hosts could be laid out by domain name (DNS) hierarchies. This paper gives a description of the algorithm, a complexity analysis and an example of how the algorithm is implemented to visualize DNS tree."
798,FROTH -- A force-directed representation of tree hierarchies,"FROTH is the implementation of a low complexity force-directed tree layout algorithm based on the Lennard-Jones potential. The recursive method lays out sub-trees as small disks contained in their parent disk. Inside each disk, children disks are dynamically laid out using a new force directed simulation. Unlike most other force-directed layout methods which run in quadratic time for each simulation step, this algorithm runs in $O(n^m+1/m)$ time per each step for a tree with $n$ nodes, depth $m$ and all the nodes having uniform number of children. The layout uses space efficiently and reflects both global structure and local detail. The method supports runtime insertion and deletion. Both operations and the evolving process are rendered with smooth animation to preserve visual continuity. The method could be used to monitor in real time, visualize and analyze a wide variety of data which has a rooted tree structure, e.g. internet hosts could be laid out by domain name (DNS) hierarchies."
799,Enhanced spatial stability with Hilbert and Moore Treemaps,"Treemaps are a well known and powerful space-filling visualisation method for displaying hierarchical data. Many alternative treemap algorithms have been proposed, often with the aim being to optimise performance across several criteria, including spatial stability to assist users in locating and monitoring items of interest. In this paper we demonstrate that spatial stability is not fully captured by the commonly used `distance change' metric, and we introduce a new `location drift' metric to more fully capture spatial stability. An empirical study examines the validity and usefulness of the location drift metric, showing that it explains some effects on user performance that distance change does not. Next, we introduce `Hilbert' and `Moore' treemap algorithms, which are designed to achieve high spatial stability. We assess their performance in comparison to other treemaps, showing that Hilbert and Moore treemaps perform well across all stability metrics."
800,AdaptiviTree: Adaptive Tree Visualization for Tournament-Style Brackets,"Online pick'em games, such as the recent NCAA college basketball March Madness tournament, form a large and rapidly growing industry. In these games, players make predictions on a tournament bracket that defines which competitors play each other and how they proceed toward a single champion. Throughout the course of the tournament, players monitor the brackets to track progress and to compare predictions made by multiple players. This is often a complex sense making task. The classic bracket visualization was designed for use on paper and utilizes an incrementally additive system in which the winner of each match-up is rewritten in the next round as the tournament progresses. Unfortunately, this representation requires a significant amount of space and makes it relatively difficult to get a quick overview of the tournament state since competitors take arbitrary paths through the static bracket. In this paper, we present AdaptiviTree, a novel visualization that adaptively deforms the representation of the tree and uses its shape to convey outcome information. AdaptiviTree not only provides a more compact and understandable representation, but also allows overlays that display predictions as well as other statistics. We describe results from a lab study we conducted to explore the efficacy of AdaptiviTree, as well as from a deployment of the system in a recent real-world sports tournament."
801,Adaptive tree visualization for tournament-style brackets,"An adaptive tree visualization system and method for adaptively deforming a traditional bracket tree to visualize information about competitors in a linear manner. A one-dimensional result line emanates from the name of each competitor such that the progress of each competitor can be immediately determined by examining the length of the competitor's result line. The result line typically is composed of multiple result line segments. Each line segment spans a particular time period column to indicate that the competitor is matched up with another competitor during that time period. A pending result line segment spans the adjacent time period to indicate that the results of the match-up are unknown. Once the result of the match-up is known, the pending result line is added to the result line segment of the winning competitor. This extends the winner's result line into the next time period while the loser's result line remains unchanged."
802,Treecube: Visualization Tool for Browsing 3D Multimedia Data,"This paper proposes a new 3D visualization tool for hierarchical information. A 2D visualization tool for hierarchical information called treemap has already been proposed by Ben Shneiderman, et al. in 1992. In general, hierarchical information is represented as a tree structure. Treemap hierarchically lays out each node as a bounding box, whose size is the same as the specific weight or attribute value of the node. After the original treemap algorithm called slice-and-dice, some extensions to it have been proposed: squarified treemap, ordered treemap and strip treemap. Furthermore, quantum treemap is a quantization version of these extensions. In this paper, the authors propose a new 3D visualization tool for hierarchical information called treecube that can be taken as a 3D extension of treemap. Especially, this paper shows its usefulness for browsing 3D multimedia data, i.e., 2D images, 3D shape models, motion data, etc., originally stored in a file system."
803,Interactive Interfaces of Treecube for Browsing 3D Multimedia Data,"The authors of this paper have already proposed Treecube which is a visualization tool for browsing 3D multimedia data. In this paper, the authors also propose its interactive interfaces for efficiently browsing 3D multimedia data. Treecube is regarded as a 3D extension of treemap, which is a visualization tool for hierarchical information proposed by Ben Shneiderman et al. in 1992. For treemap, there are several layout algorithms: slice-and-dice, ordered treemap, strip treemap and so on. Furthermore, quantum treemap exists. It means a quantization version of these treemap layout algorithms. The authors implemented mainly three layout algorithms, i.e., slice-and-dice, ordered and strip treecube algorithm, and implemented their quantization version. Practically sophisticated interfaces are necessary for efficiently browsing 3D multimedia data. In this paper, the authors also propose such interfaces. The authors implemented mainly five interface functionalities for the following operations. (1) ""Cutting plane"" concept to solve the occlusion problem, i.e., nodes located before the plane are hidden to make it easy to see inside nodes. (2) The control of node frames, i.e., their brightness and thickness, for easily understanding the hierarchical structure of nodes. (3) Standard operations for the translation and the rotation of an eye position, and for the zoom in/out. (4) Particular operations for the extraction of the user focus node and for the backward/forward for browsing such node. The authors also implemented (5) a function to assign color information to any node properties because color is the most important factor of the visual display properties."
804,Visualizing Time-Dependent Data in Multivariate Hierarchic Plots -- Design and Evaluation of an Economic Application,"For successfully competing in a modern economy, large amounts of hierarchic time-dependent data need to be analyzed. As an example, one could consider the geographic composition of inflation in the European Union, or the revenue by product (sub) categories of a firm in the last month. Analysts wish to interpret the structure of the data not only at a single point in time, but examine the changes in the data categories through time. The analysts may need to consider additional dimensions to composition and time, such as the growth rate or profit rate. To reflect such analytic requirements, we have developed an interactive visualization of multi-dimensional, structured data taking the time dimension into account. The data are displayed in a three dimensional hierarchic circular or column plot. The time dimension of the data is represented by animation. Our system provides interactive tools for the visual data analysis and variable set-up of the data display. For better orientation in the data space, we have enhanced the visualization with smooth transitions between different data selections in case of 3D hierarchic plots. The techniques presented can be applied to various data domains. A user study using European inflation data has shown the usefulness for effective economic analysis."
805,Data Quality Visualization for Multivariate Hierarchic Data,"In many business applications, decision makers often have to base their decisions on large amounts of data from various sources. Often, the quality of this data varies substantially, affecting the degree of certainty the analyst can put into the analyzed data values. The data quality measures may be of qualitative or quantitative nature, and consist of one or many dimensions. In this poster paper, we first present a brief survey of currently available uncertainty visualization techniques. We then present experimental results we obtained with several techniques for visualization of multidimensional data quality information, applied on multivariate hierarchic data used in an economic data analysis scenario."
806,Combining extended Table Lens and Treemap techniques for visualizing tabular data,"We present a framework for visualizing large tabular data that combines two views: the table view and the treemap view. The table view extends the known table lens as follows: We cluster related elements to reduce subsampling artifacts and achieve table size independent rendering time; we use multiple-column sorting to create scenariospecific data hierarchies on the fly; and we use shaded cushions to show data structure and variation. Hierarchies built in the table view are shown in a customizable treemap view. One can choose both layout and rendering by a few clicks, effectively creating visual scenarios on-the-fly. We illustrate our framework on real-life stock data."
807,RINGS: A Technique for Visualizing Large Hierarchies,"We present RINGS, a technique for visualizing large trees. We introduce a new ringed circular layout of nodes to make more efficient use of limited display space. RINGS provides the user with the means to specify areas of primary andsecond ary focus, andis able to show multiple foci without compromising understanding of the graph. The strength of RINGS is its ability to show more area in focus andmore contextual information than existing techniques. We demonstrate the effectiveness of RINGS by applying it to the visualization of a Unix file directory."
808,"PaintingClass: Interactive construction, visualization and exploration of decision trees","Decision trees are commonly used for classification. We propose to use decision trees not just for classification but also for the wider purpose of knowledge discovery, because visualizing the decision tree can reveal much valuable information in the data. We introduce PaintingClass, a system for interactive construction, visualization and exploration of decision trees. PaintingClass provides an intuitive layout and convenient navigation of the decision tree. PaintingClass also provides the user the means to interactively construct the decision tree. Each node in the decision tree is displayed as a visual projection of the data. Through actual examples and comparison with other classification methods, we show that the user can effectively use PaintingClass to construct a decision tree and explore the decision tree to gain additional knowledge."
809,FSN: The 3D file system navigator,
810,"Method, system, and computer program product for visualizing data using partial hierarchies","A method, system, and computer program product provides data visualization which optimizes visualization of and navigation through hierarchies. A partial hierarchy is generated and displayed. The partial hierarchy consists of a number levels at least equal to a predetermined depth and less than a total number of levels included in a corresponding complete hierarchy. Parent nodes in the bottom level of the partial hierarchy have segments of connection lines extending toward child nodes not included in the partial hierarchy. A user is permitted to mark selected nodes or locations in a displayed partial hierarchy. Partial hierarchies are generated and stored in a cache or generated on-the-fly. Each partial hierarchy ends at a progressively deeper level. An interpolator interpolates a partial hierarchy layout by interpolating corresponding nodes in two partial hierarchies. A hierarchy manager manages partial hierarchies in response to requests from a viewer to move a camera to camera positions. Partial hierarchies are fetched from the cache or the interpolator. A display then displays display views of fetched partial hierarchies corresponding to the camera positions. During free-form navigation, a hierarchy manager determines and maintain an orientation based on at least one reference object. During zooming, an angular orientation is maintained through successive partial hierarchies. Mapping is also provided between a three-dimensional 3D partial hierarchy and a two-dimensional 2D overview of a complete hierarchy."
811,Method of generating and navigating a 3-D representation of a hierarchical data structure,"A method of generating a graphical representation of a hierarchical data structure to on a display unit, the hierarchical data structure including a first node having at least one content item. A graphic tree representative of the hierarchical data structure is displayed on the display unit, the graphic tree including a first graphic representation of the first node. A second graphic representation, associated with the first graphic representation, that provides a representation of a content item (e.g., a file) is displayed on the display unit, the second graphic representation differing in appearance from the first graphic representation."
812,Treemap display with minimum cell size,"A treemap with cells that have a minimum size so that large data sets can be clearly represented. A treemap that represents a plurality of data elements is generated, the treemap including a plurality of two-dimensional cells. Each cell represents a corresponding data element in the data set. The treemap includes a portion of a display screen assigned to a first cell so that the first cell has a size. A portion of the display screen is then assigned to a subsequent cell. The size of the first cell is adjusted in order to compensate for a size of the subsequent cell and to maintain the minimum cell size."
813,Kaleidoscope visualization of fine-grain parallel programs,"A software visualization tool is described that transforms program execution trace data from a multiprocessor into a single, color image. The image is essentially the program's logical procedure-invocation tree, displayed radially from the root. An algorithm is described that condenses the image both radially and laterally, producing a color-dense abstraction of the program's execution behavior: a program signature, within a workstation window. An implementation of the tool was made in X-Windows, including a user interface that can zoom the image and annotate any node in the image with the corresponding procedure-invocation data. Experimentation with the system was performed with trace data from Panda, a concurrent logic programming system on shared-memory multiprocessors. The authors demonstrate how the tool helps the programmer develop intuitions about parallel performance and how condensation successfully abstracts very large traces."
814,Fisheye Tree Views and Lenses for Graph Visualization,"We present interactive visual aids to support the exploration and navigation of graph layouts. They include fisheye tree views and composite lenses. These views provide, in an integrated manner, overview+detail and focus+context. Fisheye tree views are novel applications of the well known fisheye distortion technique. They facilitate the exploration of the hierarchy trees associated with clustered graphs. Composite lenses are the result of the integration of several lens techniques. They facilitate the display of local graph information that may be otherwise difficult to grasp in large and dense graph layouts"
815,Circular Tree Drawing by simulating network synchronisation dynamics and scaling,We present an algorithm which produces circular-shape layouts of trees by simulating synchronisation dynamics on the tree. Our approach consists of evolving scalar dynamical values assigned to the nodes. Then the dissimilarities between the values of each pair of nodes are utilised to calculate the coordinates of the nodes by using a lower bound on dissimilarities and scaling up the lower bound per iteration.
816,Interactive Rendering of Complex 3D-Treemaps,"3D-Treemaps are an important visualization technique for hierarchical views. In contrast to 2D-Treemaps, height can be used to map one additional attribute of the data items. Using the Treemap technique in combination with large datasets (more than 500k) a fast rendering and interaction techniques that are beyond collapsing/uncollapsing nodes is still one of the main challenges. This paper presents a novel rendering technique that enables the image synthesis of geometrical complex 3D-Treemaps in real-time. The fully hardware accelerated approach is based on shape generation using geometry shaders. This approach offers increased rendering performance and low update latency compared to existing techniques and through it enables new real-time interaction techniques to large datasets."
817,HierarchyMap: A Novel Approach to Treemap Visualization of Hierarchical Data,
818,Visualizing Changes of Hierarchical Data using Treemaps,"While the treemap is a popular method for visualizing hierarchical data, it is often difficult for users to track layout and attribute changes when the data evolve over time. When viewing the treemaps side by side or back and forth, there exist several problems that can prevent viewers from performing effective comparisons. Those problems include abrupt layout changes, a lack of prominent visual patterns to represent layouts, and a lack of direct contrast to highlight differences. In this paper, we present strategies to visualize changes of hierarchical data using treemaps. A new treemap layout algorithm is presented to reduce abrupt layout changes and produce consistent visual patterns. Techniques are proposed to effectively visualize the difference and contrast between two treemap snapshots in terms of the map items' colors, sizes, and positions. Experimental data show that our algorithm can achieve a good balance in maintaining a treemap's stability, continuity, readability, and average aspect ratio. A software tool is created to compare treemaps and generate the visualizations. User studies show that the users can better understand the changes in the hierarchy and layout, and more quickly notice the color and size differences using our method."
819,Improving the visualization of hierarchies with treemaps: Design Issues and Experimentation,"Controlled experiments with novice treemap users and real data highlight the strengths of treemaps and provide direction for improvement. Issues discussed include experimental results, layout algorithms, nesting offsets, labeling, animation, and small multiple displays. Treemaps prove to be a potent tool for hierarchy display. The principles discussed are applicable to many information visualization situations."
820,"PedVis: A Structured, Space-Efficient Technique for Pedigree Visualization","Public genealogical databases are becoming increasingly populated with historical data and records of the current population's ancestors. As this increasing amount of available information is used to link individuals to their ancestors, the resulting trees become deeper and more dense, which justifies the need for using organized, space-efficient layouts to display the data. Existing layouts are often only able to show a small subset of the data at a time. As a result, it is easy to become lost when navigating through the data or to lose sight of the overall tree structure. On the contrary, leaving space for unknown ancestors allows one to better understand the tree's structure, but leaving this space becomes expensive and allows fewer generations to be displayed at a time. In this work, we propose that the H-tree based layout be used in genealogical software to display ancestral trees. We will show that this layout presents an increase in the number of displayable generations, provides a nicely arranged, symmetrical, intuitive and organized fractal structure, increases the user's ability to understand and navigate through the data, and accounts for the visualization requirements necessary for displaying such trees. Finally, user-study results indicate potential for user acceptance of the new layout."
821,Space efficient visualization of pedigree data,"A method of visually representing pedigree data is provided. A root individual in a genealogical dataset is identified. A first parent and a second parent of the identified root individual are identified from the genealogical dataset. A third parent and a fourth parent of the identified first parent are identified from the genealogical dataset. A pedigree visualization relative to the identified root individual is presented which includes a root indicator, a first parent indicator, a second parent indicator, a third parent indicator, and a fourth parent indicator. The first parent indicator is presented in a first direction relative to the root indicator, the second parent indicator is presented in a second direction relative to the root indicator, wherein the second direction is opposite the first direction, the third parent indicator is presented in a third direction relative to the first parent indicator, wherein the third direction is perpendicular to the first direction, and the fourth parent indicator is presented in a fourth direction relative to the first parent indicator, wherein the fourth direction is opposite the third direction."
822,New approaches in graph visualization,
823,Gyrolayout: A Hyperbolic Level-of-Detail Tree Layout,"Many large datasets can be represented as hierarchical structures,introducing not only the necessity of specialized tree visualization techniques, but also the requirements of handling large amounts of data and offering the user a useful insightinto them. Many two-dimensional techniques have been developed, but 3-dimensional ones, together with navigational interactions, present a promising appropriate tool todeal with large trees. In this paper we present a hyperbolic tree layout extended to support different level-of-detail techniques and suitable for large tree representation and visualization. This layout permits the visualization of large trees with different level of detail in anenclosed 3-dimensional volume. As a significant part of the layout, we also present a Weighted Spherical Centroidal Voronoi Tessellation, an extension of planar Weighted Centroidal Voronoi Tessellations, in order to find an appropriate distribution of nodes on a spherical surface."
824,Pretty-printing of trees,"A pleasing layout of printed tree structures is difficult to achieve automatically. The paper points out three main problems. First, the horizontal position of a node on the printed page depends on global consideration of the position of other nodes; secondly, the physical characteristics of printers require scanning the tree in left-to-right top-to-bottom sequence; finally, page overflow for wide trees must be handled. These problems are illustrated by analysing the shortcomings of a simple printing algorithm. A suitable general binary tree printing algorithm is presented and its adaptation to other types of trees is shown."
825,Understanding sequence and reply relationships within email conversations: a mixed-model visualization,"It has been proposed that email clients could be improved if they presented messages grouped into conversations. An email conversation is the tree of related messages that arises from the use of the reply operation. We propose two models of conversation. The first model characterizes a conversation as a chronological sequence of messages; the second as a tree based on the reply relationship. We show how existing email clients and prior research projects implicitly support each model to a greater or lesser degree depending on their design, but none fully supports both models simultaneously. We present a mixed-model visualization that simultaneously presents sequence and reply relationships among the messages of a conversation, making both visible at a glance. We describe the integration of the visualization into a working prototype email client. A usability study indicates that the system meets our usability goals and verifies that the visualization fully conveys both types of relationships within the messages of an email conversation."
826,Angle-Restricted Steiner Arborescences for Flow Map Layout,"We introduce a new variant of the geometric Steiner arborescence problem, motivated by the layout of flow maps. Flow maps show the movement of objects between places. They reduce visual clutter by bundling lines smoothly and avoiding self-intersections. To capture these properties, our angle-restricted Steiner arborescences, or flux trees, connect several targets to a source with a tree of minimal length whose arcs obey a certain restriction on the angle they form with the source. We study the properties of optimal flux trees and show that they are planar and consist of logarithmic spirals and straight lines. Flux trees have the shallow-light property. We show that computing optimal flux trees is NP-hard. Hence we consider a variant of flux trees which uses only logarithmic spirals. Spiral trees approximate flux trees within a factor depending on the angle restriction. Computing optimal spiral trees remains NP-hard, but we present an efficient 2-approximation, which can be extended to avoid ""positive monotone""' obstacles."
827,Modifiable Treemaps Containing Variable-Shaped Units,"This paper presents a novel method, for the visualization of hierarchical information such as directory structures or family trees. Our technique is based on nested Treemaps and inherits the main property of the Treemaps: space-filling display of hierarchical information. For each node, our technique allocates a bounding box according to a ratio (height/width) that can be modified by the user according to her/his task. To do so, our algorithm does not apply the slice and dice (top-down) approach of standard Treemaps. Our technique is effective, easy to implement and has a wide applicability. To illustrate its application, we developed a system called PARENT which displays a directory tree. PARENT is tightly coupled with Microsoft Windows Explorer."
828,Visualization techniques for circular tabletop interfaces,"This paper presents visualization and layout schemes developed for a novel circular user interface designed for a round, tabletop display. Since all the displayed items are in a polar coordinate system, many interface and visualization schemes must be revisited to account for this new layout of UI elements. We discuss the direct implications of such a circular interface on document orientation. We describe two types of fisheye deformation of the circular layout and explain how to use them in a multi-person collaborative interface. These two schemes provide a general layout framework for circular interfaces. We have also designed a new visualization technique derived from the particularities of the circular layout we have highlighted. In this technique the user controls the layout of the elements of a hierarchical tree. Our approach is to provide the user rich interaction possibilities to easily and quickly produce a layout comparable to the hyperbolic view developed at Xerox PARC. The visualization work presented in this paper is part of our ongoing Personal Digital Historian (PDH) research project. The overall goal of PDH is to investigate ways to effectively and intuitively organize, navigate, browse, present and visualize digital data in an interactive multi-person conversational setting."
829,Google+ Ripples: A native visualization of information flow,"G+ Ripples is a visualization of information flow that shows users how public posts are shared on Google+. Unlike other social network visualizations, Ripples exists as a ""native"" visualization: it is directly accessible from public posts on Google+. This unique position leads to both new constraints and new possibilities for design. We describe the visualization technique, which is a new mix of node-and-link and circular treemap metaphors. We then describe user reactions as well as some of the patterns of sharing that are made evident by the Ripples visualization."
830,Visualizing Business Data with Generalized Treemaps,"Business data is often presented using simple business graphics. These familiar visualizations are effective for providing overviews, but fall short for the presentation of large amounts of detailed information. Treemaps can provide such detail, but are often not easy to understand. We present how standard treemap algorithms can be adapted such that the results mimic familiar business graphics. Specifically, we present the use of different layout algorithms per level, a number of variations of the squarified algorithm, the use of variable borders, and the use of non-rectangular shapes. The combined use of these leads to histograms, pie charts and a variety of other styles."
831,A node-positioning algorithm for general trees,"Drawing a tree consists of two stages: determining the position of each node, and actually rendering the individuals nodes and interconnecting branches. The algorithm described in this paper is concerned with the first stage: given a list of nodes, an indication of the hierarchical relationship among them, and their shape and size, where should each node be positioned for optimal aesthetic effect? This algorithm determines the positions of the nodes for any arbitrary general tree. It is the most desirable positioning with respect to certain widely-accepted heuristics. The positioning, specified in x, y co-ordinates, minimizes the width of the tree. In a general tree, there is no limit on the number of offspring per node; this contrasts with binary and ternary trees, for example, which are trees with a limit of two and three offspring per node. This algorithm operates in time O(N), where N is the number of nodes in the tree. Previously, most tree drawings have been positioned by the sure hand of a human graphic designer. Many computer-generated positionings have been either trivial or contained irregularities. Earlier work by Wetherell and Shannon1 and Tilford,2 upon which this algorithm builds, failed to position the interior nodes of some trees correctly. The algorithm presented here correctly positions a tree's node using only two passes. It also handles several practical considerations: alternative orientations of the tree, variable node sizes and out-of-bounds conditions. Radack, also building on Tilford's work, has solved this same problem with a different algorithm which makes four passes."
832,Visualization of Large Hierarchical Data by Circle Packing,In this paper a novel approach is described for tree visualization using nested circles. The brother nodes at the same level are represented by externally tangent circles; the tree nodes at different levels are displayed by using 2D nested circles or 3D nested cylinders. A new layout algorithm for tree structure is described. It provides a good overview for large data sets. It is easy to see all the branches and leaves of the tree. The new method has been applied to the visualization of file systems.
833,CropCircles: Topology Sensitive Visualization of OWL Class Hierarchies,"OWL ontologies present many interesting visualization challenges. Here we present CropCircles, a technique designed to view the class hierarchies in ontologies as trees. We place special emphasis on topology understanding when designing the tool. We drew inspiration from treemaps, but made substantial changes in the representation and layout. Most notably, the spacefillingness of treemap is relaxed in exchange for visual clarity. We outline the problem scape of visualizing ontology hierarchies, note the requirements that go into the design of the tool, and discuss the interface and implementation. Finally, through a controlled experiment involving tasks common to understanding ontologies, we show the benefits of our design."
834,Geometry based visualization of hierarchical structures,"Hierarchical structures are a common organization of data in the real world. In this paper, we propose a new type of tree structures called diamond tree to present the organization and relationship of hierarchical data. We design a spatial layout using the geometric theory, starting with a simple design and continually improving until the design that makes the best use of the screen estate. Finally, we use the diamond tree method to analyze the structure of Tianjin University website."
835,Orthogonal Voronoi Diagram and Treemap,"In this paper, we propose a novel space partitioning strategy for implicit hierarchy visualization such that the new plot not only has a tidy layout similar to the treemap, but also is flexible to data changes similar to the Voronoi treemap. To achieve this, we define a new distance function and neighborhood relationship between sites so that space will be divided by axis-aligned segments. Then a sweepline+skyline based heuristic algorithm is proposed to allocate the partitioned spaces to form an orthogonal Voronoi diagram with orthogonal rectangles. To the best of our knowledge, it is the first time to use a sweepline-based strategy for the Voronoi treemap. Moreover, we design a novel strategy to initialize the diagram status and modify the status update procedure so that the generation of our plot is more effective and efficient. We show that the proposed algorithm has an O(nlog(n)) complexity which is the same as the state-of-the-art Voronoi treemap. To this end, we show via experiments on the artificial dataset and real-world dataset the performance of our algorithm in terms of computation time, converge rate, and aspect ratio. Finally, we discuss the pros and cons of our method and make a conclusion."
836,Logical Construction of Programs,
837,Logical Construction of Systems,
838,Visualizing the stock market,"We describe a new 2-dimensional visualization algorithm capable of presenting detailed information on hundreds of items while emphasizing overall patterns in the data. This display method, which builds on Shneiderman's treemap technique, makes use of both hierarchy and similarity information. We have implemented this display in the SmartMoney Map of the Market, a web page that reports current data on over 500 publicly traded companies."
839,A Model of Multi-Scale Perceptual Organization in Information Graphics,"We propose a new method for assessing the perceptual organization of information graphics, based on the premise that the visual structure of an image should match the structure of the data it is intended to convey. The core of our method is a new formal model of one type of perceptual structure, based on classical machine vision techniques for analyzing an image at multiple resolutions. The model takes as input an arbitrary grayscale image and returns a lattice structure describing the visual organization of the image. We show how this model captures several aspects of traditional design aesthetics, and we describe a software tool that implements the model to help designers analyze and refine visual displays. Our emphasis here is on demonstrating the model's potential as a design aid rather than as a description of human perception, but given its initial promise we propose a variety of ways in which the model could be extended and validated."
840,Analyzing perceptual organization in information graphics,"We propose a new method for assessing the perceptual organization of information graphics, based on the premise that the visual structure of an image should match the structure of the data it is intended to convey. The core of our method is a new formal model of one type of perceptual structure, based on classical machine vision techniques for analyzing an image at multiple resolutions. The model takes as input an arbitrary grayscale image and returns a lattice structure describing the visual organization of the image. We show how this model captures several aspects of traditional design aesthetics, and we describe a software tool that implements the model to help designers analyze and refine visual displays. Our emphasis here is on demonstrating the model's potential as a design aid rather than as a description of human perception, but given its initial promise we propose a variety of ways in which the model could be extended and validated."
